SIRUTA,DENLOC,CODP,JUD,SIRSUP,TIP,NIV,MED,REGIUNE,FSJ,FSL
10,JUDEŢUL ALBA,0,1,1,40,1,0,7,1,0100000000000
1017,MUNICIPIUL ALBA IULIA,0,1,10,1,2,1,7,1,0110040000000
1026,ALBA IULIA,510005,1,1017,9,3,1,7,1,0110040100007
1035,BĂRĂBANŢ,510001,1,1017,10,3,1,7,1,0110040500032
1044,MICEŞTI,510002,1,1017,10,3,1,7,1,0110040500400
1053,OARDA,510003,1,1017,10,3,1,7,1,0110040500432
1062,PÂCLIŞA,510004,1,1017,10,3,1,7,1,0110040500457
1213,MUNICIPIUL AIUD,0,1,10,4,2,1,7,1,0120039000000
1222,AIUD,515200,1,1213,9,3,1,7,1,0120039100005
1231,AIUDUL DE SUS,515201,1,1213,10,3,1,7,1,0120039500006
1277,CIUMBRUD,515202,1,1213,11,3,1,7,1,0120039500139
1240,GÂMBAŞ,515203,1,1213,10,3,1,7,1,0120039500258
1286,GÂRBOVA DE JOS,515204,1,1213,11,3,1,7,1,0120039500260
1295,GÂRBOVA DE SUS,515205,1,1213,11,3,1,7,1,0120039500261
1302,GÂRBOVIŢA,515206,1,1213,11,3,1,7,1,0120039500262
1259,MĂGINA,515207,1,1213,10,3,1,7,1,0120039500378
1268,PĂGIDA,515208,1,1213,10,3,1,7,1,0120039500449
1311,SÂNCRAI,515209,1,1213,11,3,1,7,1,0120039500552
1320,ŢIFRA,515210,1,1213,11,3,1,7,1,0120039500636
1348,MUNICIPIUL BLAJ,0,1,10,4,2,1,7,1,0120041000000
1357,BLAJ,515400,1,1348,9,3,1,7,1,0120041100054
1366,DELENI-OBÂRŞIE,515401,1,1348,10,3,1,7,1,0120041500197
1375,FLITEŞTI,515402,1,1348,10,3,1,7,1,0120041500244
1384,IZVOARELE,515403,1,1348,10,3,1,7,1,0120041500327
1428,MĂNĂRADE,515404,1,1348,11,3,1,7,1,0120041500383
1393,PETRISAT,515405,1,1348,10,3,1,7,1,0120041500469
1437,SPĂTAC,515406,1,1348,11,3,1,7,1,0120041500573
1400,TIUR,515407,1,1348,10,3,1,7,1,0120041500617
1419,VEZA,515408,1,1348,10,3,1,7,1,0120041500700
1874,MUNICIPIUL SEBEŞ,0,1,10,4,2,1,7,1,0120042000000
1883,SEBEŞ,515800,1,1874,9,3,1,7,1,0120042100558
1892,LANCRĂM,515801,1,1874,10,3,1,7,1,0120042500337
1909,PETREŞTI,515850,1,1874,10,3,1,7,1,0120042500468
1918,RĂHĂU,515802,1,1874,11,3,1,7,1,0120042500521
1151,ORAŞ ABRUD,0,1,10,2,2,1,7,1,0130046000000
1160,ABRUD,515100,1,1151,17,3,1,7,1,0130046200001
1179,ABRUD-SAT,515101,1,1151,18,3,1,7,1,0130046600002
1188,GURA CORNEI,515102,1,1151,18,3,1,7,1,0130046600285
1197,SOHARU,515103,1,1151,18,3,1,7,1,0130046600569
2915,ORAŞ BAIA DE ARIEŞ,0,1,10,2,2,1,7,1,0130047000000
2924,BAIA DE ARIEŞ,515300,1,2915,17,3,1,7,1,0130047200022
2933,BRĂZEŞTI,515301,1,2915,19,3,1,7,1,0130047600079
2942,CIOARA DE SUS,515302,1,2915,19,3,1,7,1,0130047600128
2951,MUNCELU,515303,1,2915,19,3,1,7,1,0130047600414
2960,SARTĂŞ,515304,1,2915,19,3,1,7,1,0130047600542
2979,SIMULEŞTI,515305,1,2915,19,3,1,7,1,0130047600567
1455,ORAŞ CÂMPENI,0,1,10,2,2,1,7,1,0130048000000
1464,CÂMPENI,515500,1,1455,17,3,1,7,1,0130048200109
1473,BONCEŞTI,515501,1,1455,18,3,1,7,1,0130048600068
1482,BORLEŞTI,515502,1,1455,18,3,1,7,1,0130048600070
1491,BOTEŞTI,515503,1,1455,18,3,1,7,1,0130048600072
1507,CERTEGE,515504,1,1455,18,3,1,7,1,0130048600118
1516,COASTA VÂSCULUI,515505,1,1455,18,3,1,7,1,0130048600142
1525,DĂNDUŢ,515506,1,1455,18,3,1,7,1,0130048600176
1534,DEALU BISTRII,515507,1,1455,18,3,1,7,1,0130048600182
1543,DEALU CAPSEI,515508,1,1455,18,3,1,7,1,0130048600183
1552,DRIC,515509,1,1455,18,3,1,7,1,0130048600214
1561,FAŢA ABRUDULUI,515510,1,1455,18,3,1,7,1,0130048600228
1570,FLOREŞTI,515511,1,1455,18,3,1,7,1,0130048600245
1589,FURDUIEŞTI,515512,1,1455,18,3,1,7,1,0130048600250
1598,MIHOEŞTI,515513,1,1455,18,3,1,7,1,0130048600404
1605,MOTORĂŞTI,515514,1,1455,18,3,1,7,1,0130048600412
1614,PESTE VALEA BISTRII,515515,1,1455,18,3,1,7,1,0130048600464
1623,PODURI,515516,1,1455,18,3,1,7,1,0130048600484
1632,SORLIŢA,515517,1,1455,18,3,1,7,1,0130048600572
1641,TOMUŞEŞTI,515518,1,1455,18,3,1,7,1,0130048600622
1650,VALEA BISTRII,515519,1,1455,18,3,1,7,1,0130048600648
1669,VALEA CASELOR,515520,1,1455,18,3,1,7,1,0130048600650
1678,VÂRŞI,515521,1,1455,18,3,1,7,1,0130048600692
1696,ORAŞ CUGIR,0,1,10,2,2,1,7,1,0130049000000
1703,CUGIR,515600,1,1696,17,3,1,7,1,0130049200168
1712,BOCŞITURA,515601,1,1696,18,3,1,7,1,0130049600060
1721,BUCURU,515602,1,1696,18,3,1,7,1,0130049600085
1730,CĂLENE,515603,1,1696,18,3,1,7,1,0130049600099
1749,FEŢENI,515604,1,1696,18,3,1,7,1,0130049600242
1758,GOAŞELE,515605,1,1696,18,3,1,7,1,0130049600279
1767,MUGEŞTI,515606,1,1696,18,3,1,7,1,0130049600413
1776,VINEREA,515607,1,1696,18,3,1,7,1,0130049600705
1794,ORAŞ OCNA MUREŞ,0,1,10,2,2,1,7,1,0130050000000
1801,OCNA MUREŞ,515700,1,1794,17,3,1,7,1,0130050200434
1838,CISTEIU DE MUREŞ,515701,1,1794,19,3,1,7,1,0130050600132
1847,MICOŞLACA,515702,1,1794,19,3,1,7,1,0130050600401
1856,RĂZBOIENI-CETATE,515703,1,1794,19,3,1,7,1,0130050600524
1810,UIOARA DE JOS,515704,1,1794,18,3,1,7,1,0130050600637
1829,UIOARA DE SUS,515705,1,1794,18,3,1,7,1,0130050600638
8096,ORAŞ TEIUŞ,0,1,10,2,2,1,7,1,0130051000000
8103,TEIUŞ,515900,1,8096,17,3,1,7,1,0130051200614
8112,BELDIU,515901,1,8096,19,3,1,7,1,0130051600044
8121,CĂPUD,515902,1,8096,19,3,1,7,1,0130051600104
8130,COŞLARIU NOU,515903,1,8096,19,3,1,7,1,0130051600158
8149,PEŢELCA,515904,1,8096,19,3,1,7,1,0130051600470
1936,ORAŞ ZLATNA,0,1,10,2,2,1,7,1,0130052000000
1945,ZLATNA,516100,1,1936,17,3,1,7,1,0130052200716
1954,BOTEŞTI,516101,1,1936,19,3,1,7,1,0130052600071
1963,BUDENI,516102,1,1936,19,3,1,7,1,0130052600087
1972,DEALU ROATEI,516103,1,1936,19,3,1,7,1,0130052600195
1981,DOBROT,516104,1,1936,19,3,1,7,1,0130052600203
1990,DUMBRAVA,516105,1,1936,19,3,1,7,1,0130052600219
2005,FENEŞ,516106,1,1936,19,3,1,7,1,0130052600239
2014,GALAŢI,516107,1,1936,19,3,1,7,1,0130052600251
2023,IZVORU AMPOIULUI,516108,1,1936,19,3,1,7,1,0130052600329
2032,PĂTRÂNGENI,516109,1,1936,19,3,1,7,1,0130052600454
2050,PÂRĂU GRUIULUI,516110,1,1936,19,3,1,7,1,0130052600459
2041,PIRITA,516111,1,1936,19,3,1,7,1,0130052600473
2069,PODU LUI PAUL,516112,1,1936,19,3,1,7,1,0130052600483
2078,RUNC,516113,1,1936,19,3,1,7,1,0130052600536
2087,RUŞI,516114,1,1936,19,3,1,7,1,0130052600540
2096,SUSENI,516115,1,1936,19,3,1,7,1,0130052600585
2103,TRÂMPOIELE,516116,1,1936,19,3,1,7,1,0130052600627
2112,VALEA MICĂ,516117,1,1936,19,3,1,7,1,0130052600666
2121,VÂLTORI,516118,1,1936,19,3,1,7,1,0130052600690
2130,ALBAC,0,1,10,3,2,3,7,1,0150001000000
2149,ALBAC,517005,1,2130,22,3,3,7,1,0150001300008
2158,BĂRĂŞTI,517006,1,2130,23,3,3,7,1,0150001700033
2167,BUDĂIEŞTI,517007,1,2130,23,3,3,7,1,0150001700086
2176,CIONEŞTI,517008,1,2130,23,3,3,7,1,0150001700130
2185,COSTEŞTI,517009,1,2130,23,3,3,7,1,0150001700156
2194,DEALU LĂMĂŞOI,517011,1,2130,23,3,3,7,1,0150001700192
2201,DEVE,517012,1,2130,23,3,3,7,1,0150001700199
2210,DUPĂ PLEŞE,517013,1,2130,23,3,3,7,1,0150001700225
2229,FAŢA,517014,1,2130,23,3,3,7,1,0150001700227
2238,PLEŞEŞTI,517016,1,2130,23,3,3,7,1,0150001700480
2247,POTIONCI,517017,1,2130,23,3,3,7,1,0150001700509
2256,ROGOZ,517018,1,2130,23,3,3,7,1,0150001700530
2265,ROŞEŞTI,517019,1,2130,23,3,3,7,1,0150001700532
2274,RUSEŞTI,517021,1,2130,23,3,3,7,1,0150001700539
2283,SOHODOL,517022,1,2130,23,3,3,7,1,0150001700570
2292,TAMBOREŞTI,517023,1,2130,23,3,3,7,1,0150001700603
2309,ALMAŞU MARE,0,1,10,3,2,3,7,1,0150002000000
2318,ALMAŞU MARE,517030,1,2309,22,3,3,7,1,0150002300011
2327,ALMAŞU DE MIJLOC,517031,1,2309,23,3,3,7,1,0150002700010
2336,BRĂDET,517032,1,2309,23,3,3,7,1,0150002700078
2345,CHEILE CIBULUI,517033,1,2309,23,3,3,7,1,0150002700123
2354,CIB,517034,1,2309,23,3,3,7,1,0150002700125
2363,GLOD,517036,1,2309,23,3,3,7,1,0150002700277
2372,NĂDĂŞTIA,517038,1,2309,23,3,3,7,1,0150002700419
2381,ARIEŞENI,0,1,10,3,2,3,7,1,0150003000000
2390,ARIEŞENI,517040,1,2381,22,3,3,7,1,0150003300014
2407,AVRĂMEŞTI,517041,1,2381,23,3,3,7,1,0150003700020
2416,BUBEŞTI,517042,1,2381,23,3,3,7,1,0150003700080
2425,CASA DE PIATRĂ,517043,1,2381,23,3,3,7,1,0150003700098
2434,COBLEŞ,517044,1,2381,23,3,3,7,1,0150003700143
2443,DEALU BAJULUI,517046,1,2381,23,3,3,7,1,0150003700181
2452,FAŢA CRISTESEI,517047,1,2381,23,3,3,7,1,0150003700229
2461,FAŢA LĂPUŞULUI,517048,1,2381,23,3,3,7,1,0150003700230
2470,GALBENA,517049,1,2381,23,3,3,7,1,0150003700252
2489,HODOBANA,517051,1,2381,23,3,3,7,1,0150003700304
2498,IZLAZ,517052,1,2381,23,3,3,7,1,0150003700325
2504,PĂNTEŞTI,517053,1,2381,23,3,3,7,1,0150003700451
2513,PĂTRĂHĂIŢEŞTI,517054,1,2381,23,3,3,7,1,0150003700453
2522,POIENIŢA,517056,1,2381,23,3,3,7,1,0150003700499
2531,RAVICEŞTI,517057,1,2381,23,3,3,7,1,0150003700517
2540,STURU,517058,1,2381,23,3,3,7,1,0150003700581
2559,ŞTEI-ARIEŞENI,517059,1,2381,23,3,3,7,1,0150003700599
2568,VANVUCEŞTI,517061,1,2381,23,3,3,7,1,0150003700681
2577,AVRAM IANCU,0,1,10,3,2,3,7,1,0150004000000
2586,AVRAM IANCU,517065,1,2577,22,3,3,7,1,0150004300018
2595,ACHIMEŢEŞTI,517066,1,2577,23,3,3,7,1,0150004700003
2602,AVRĂMEŞTI,517067,1,2577,23,3,3,7,1,0150004700019
2611,BĂDĂI,517068,1,2577,23,3,3,7,1,0150004700025
2620,BOLDEŞTI,517069,1,2577,23,3,3,7,1,0150004700066
2639,CĂLUGĂREŞTI,517071,1,2577,23,3,3,7,1,0150004700100
2648,CĂSOAIA,517072,1,2577,23,3,3,7,1,0150004700107
2657,CÂNDEŞTI,517073,1,2577,23,3,3,7,1,0150004700111
2666,CÂRĂŞTI,517074,1,2577,23,3,3,7,1,0150004700112
2675,CÂRŢULEŞTI,517076,1,2577,23,3,3,7,1,0150004700113
2684,COCEŞTI,517077,1,2577,23,3,3,7,1,0150004700144
2693,COCOŞEŞTI,517078,1,2577,23,3,3,7,1,0150004700145
2700,COROIEŞTI,517079,1,2577,23,3,3,7,1,0150004700153
2719,DEALU CRIŞULUI,517081,1,2577,23,3,3,7,1,0150004700185
2728,DOLEŞTI,517082,1,2577,23,3,3,7,1,0150004700205
2737,DUMĂCEŞTI,517083,1,2577,23,3,3,7,1,0150004700216
2746,GOJEIEŞTI,517084,1,2577,23,3,3,7,1,0150004700281
2755,HELEREŞTI,517086,1,2577,23,3,3,7,1,0150004700297
2764,INCEŞTI,517087,1,2577,23,3,3,7,1,0150004700318
2773,JOJEI,517088,1,2577,23,3,3,7,1,0150004700334
2782,MĂRTEŞTI,517089,1,2577,23,3,3,7,1,0150004700389
2791,ORGEŞTI,517091,1,2577,23,3,3,7,1,0150004700445
2808,PĂTRUŢEŞTI,517092,1,2577,23,3,3,7,1,0150004700456
2817,PLAI,517093,1,2577,23,3,3,7,1,0150004700477
2826,PUŞELEŞTI,517094,1,2577,23,3,3,7,1,0150004700515
2835,ŞOICEŞTI,517096,1,2577,23,3,3,7,1,0150004700593
2844,ŞTERTEŞTI,517097,1,2577,23,3,3,7,1,0150004700600
2853,TÂRSA,517098,1,2577,23,3,3,7,1,0150004700610
2862,TÂRSA-PLAI,517099,1,2577,23,3,3,7,1,0150004700611
2871,VALEA MACIULUI,517101,1,2577,23,3,3,7,1,0150004700663
2880,VALEA UŢULUI,517102,1,2577,23,3,3,7,1,0150004700676
2899,VERDEŞTI,517103,1,2577,23,3,3,7,1,0150004700698
2906,VIDRIŞOARA,517104,1,2577,23,3,3,7,1,0150004700703
2988,BERGHIN,0,1,10,3,2,3,7,1,0150005000000
2997,BERGHIN,517110,1,2988,22,3,3,7,1,0150005300046
3002,GHIRBOM,517111,1,2988,23,3,3,7,1,0150005700274
3011,HENIG,517112,1,2988,23,3,3,7,1,0150005700299
3020,STRAJA,517113,1,2988,23,3,3,7,1,0150005700578
3039,BISTRA,0,1,10,3,2,3,7,1,0150006000000
3048,BISTRA,517115,1,3039,22,3,3,7,1,0150006300053
3057,ARONEŞTI,517116,1,3039,23,3,3,7,1,0150006700015
3066,BĂLEŞTI,517117,1,3039,23,3,3,7,1,0150006700029
3075,BĂLEŞTI-CĂTUN,517118,1,3039,23,3,3,7,1,0150006700030
3084,BÂRLEŞTI,517119,1,3039,23,3,3,7,1,0150006700038
3093,CHELETENI,517121,1,3039,23,3,3,7,1,0150006700124
3100,CIULDEŞTI,517122,1,3039,23,3,3,7,1,0150006700138
3119,CREŢEŞTI,517123,1,3039,23,3,3,7,1,0150006700163
3137,DÂMBURENI,517124,1,3039,23,3,3,7,1,0150006700178
3128,DEALU MUNTELUI,517126,1,3039,23,3,3,7,1,0150006700193
3146,DURĂŞTI,517127,1,3039,23,3,3,7,1,0150006700226
3155,GĂNEŞTI,517128,1,3039,23,3,3,7,1,0150006700257
3164,GÂRDE,517129,1,3039,23,3,3,7,1,0150006700266
3173,HODIŞEŞTI,517131,1,3039,23,3,3,7,1,0150006700303
3182,HUDRICEŞTI,517132,1,3039,23,3,3,7,1,0150006700308
3191,LIPAIA,517133,1,3039,23,3,3,7,1,0150006700348
3208,LUNCA LARGĂ,517134,1,3039,23,3,3,7,1,0150006700364
3217,LUNCA MERILOR,517136,1,3039,23,3,3,7,1,0150006700365
3226,MIHĂIEŞTI,517137,1,3039,23,3,3,7,1,0150006700403
3235,NĂMAŞ,517138,1,3039,23,3,3,7,1,0150006700420
3244,NOVĂCEŞTI,517139,1,3039,23,3,3,7,1,0150006700431
3253,PERJEŞTI,517141,1,3039,23,3,3,7,1,0150006700463
3262,POIANA,517142,1,3039,23,3,3,7,1,0150006700487
3271,POIU,517143,1,3039,23,3,3,7,1,0150006700500
3280,RĂTITIŞ,517144,1,3039,23,3,3,7,1,0150006700523
3299,RUNCURI,517146,1,3039,23,3,3,7,1,0150006700538
3306,SĂLĂGEŞTI,517147,1,3039,23,3,3,7,1,0150006700543
3315,ŞTEFANCA,517148,1,3039,23,3,3,7,1,0150006700598
3324,TOLĂCEŞTI,517149,1,3039,23,3,3,7,1,0150006700619
3333,TOMNATEC,517151,1,3039,23,3,3,7,1,0150006700621
3342,TRIŞOREŞTI,517152,1,3039,23,3,3,7,1,0150006700631
3351,ŢĂRĂNEŞTI,517153,1,3039,23,3,3,7,1,0150006700634
3379,VÂRŞII MARI,517156,1,3039,23,3,3,7,1,0150006700693
3388,VÂRŞII MICI,517157,1,3039,23,3,3,7,1,0150006700694
3360,VÂRŞI-RONTU,517154,1,3039,23,3,3,7,1,0150006700695
3397,BLANDIANA,0,1,10,3,2,3,7,1,0150007000000
3404,BLANDIANA,517160,1,3397,22,3,3,7,1,0150007300055
3413,ACMARIU,517161,1,3397,23,3,3,7,1,0150007700004
3422,IBRU,517162,1,3397,23,3,3,7,1,0150007700311
3431,POIENI,517163,1,3397,23,3,3,7,1,0150007700494
3440,RĂCĂTĂU,517164,1,3397,23,3,3,7,1,0150007700518
9026,BUCERDEA GRÂNOASĂ,0,1,10,3,2,3,7,1,0150008000000
4204,BUCERDEA GRÂNOASĂ,517261,1,9026,22,3,3,7,1,0150008300081
4213,CORNU,517262,1,9026,23,3,3,7,1,0150008700152
4222,PĂDURE,517263,1,9026,23,3,3,7,1,0150008700447
4231,PÂNCA,517264,1,9026,23,3,3,7,1,0150008700458
3459,BUCIUM,0,1,10,3,2,3,7,1,0150009000000
3468,BUCIUM,517165,1,3459,22,3,3,7,1,0150009300083
3477,ANGHELEŞTI,517166,1,3459,23,3,3,7,1,0150009700013
3486,BISERICANI,517167,1,3459,23,3,3,7,1,0150009700052
3495,BUCIUM-SAT,517168,1,3459,23,3,3,7,1,0150009700084
3501,CERBU,517169,1,3459,23,3,3,7,1,0150009700115
3510,CIUCULEŞTI,517171,1,3459,23,3,3,7,1,0150009700133
3529,COLEŞENI,517172,1,3459,23,3,3,7,1,0150009700147
3538,DOGĂREŞTI,517173,1,3459,23,3,3,7,1,0150009700204
3547,FEREŞTI,517174,1,3459,23,3,3,7,1,0150009700240
3556,FLOREŞTI,517176,1,3459,23,3,3,7,1,0150009700246
3565,GURA IZBITEI,517177,1,3459,23,3,3,7,1,0150009700287
3574,HELEŞTI,517178,1,3459,23,3,3,7,1,0150009700298
3583,IZBICIOARA,517179,1,3459,23,3,3,7,1,0150009700323
3592,IZBITA,517181,1,3459,23,3,3,7,1,0150009700324
3609,JURCUIEŞTI,517182,1,3459,23,3,3,7,1,0150009700336
3618,LUPULEŞTI,517183,1,3459,23,3,3,7,1,0150009700374
3627,MĂGURA,517184,1,3459,23,3,3,7,1,0150009700380
3636,MUNTARI,517186,1,3459,23,3,3,7,1,0150009700416
3645,PETRENI,517187,1,3459,23,3,3,7,1,0150009700467
3654,POIANA,517188,1,3459,23,3,3,7,1,0150009700486
3663,POIENI,517189,1,3459,23,3,3,7,1,0150009700496
3672,STÂLNIŞOARA,517191,1,3459,23,3,3,7,1,0150009700576
3681,VALEA ABRUZEL,517192,1,3459,23,3,3,7,1,0150009700644
3690,VALEA ALBĂ,517193,1,3459,23,3,3,7,1,0150009700645
3707,VALEA CERBULUI,517194,1,3459,23,3,3,7,1,0150009700651
3716,VALEA NEGRILESII,517196,1,3459,23,3,3,7,1,0150009700669
3725,VALEA POIENII,517197,1,3459,23,3,3,7,1,0150009700670
3734,VALEA ŞESII,517198,1,3459,23,3,3,7,1,0150009700674
3743,VĂLENI,517199,1,3459,23,3,3,7,1,0150009700683
3752,VÂLCEA,517201,1,3459,23,3,3,7,1,0150009700688
4106,CÂLNIC,0,1,10,3,2,3,7,1,0150010000000
4115,CÂLNIC,517205,1,4106,22,3,3,7,1,0150010300108
4133,DEAL,517207,1,4106,23,3,3,7,1,0150010700180
3761,CENADE,0,1,10,3,2,3,7,1,0150011000000
3770,CENADE,517210,1,3761,22,3,3,7,1,0150011300114
3789,CAPU DEALULUI,517211,1,3761,23,3,3,7,1,0150011700095
3798,GORGAN,517212,1,3761,23,3,3,7,1,0150011700282
3805,CERGĂU,0,1,10,3,2,3,7,1,0150012000000
3814,CERGĂU MARE,517216,1,3805,22,3,3,7,1,0150012300116
3823,CERGĂU MIC,517217,1,3805,23,3,3,7,1,0150012700117
3832,LUPU,517218,1,3805,23,3,3,7,1,0150012700373
3841,CERU-BĂCĂINŢI,0,1,10,3,2,3,7,1,0150013000000
3850,CERU-BĂCĂINŢI,517220,1,3841,22,3,3,7,1,0150013300119
3869,BOLOVĂNEŞTI,517221,1,3841,23,3,3,7,1,0150013700067
3878,BULBUC,517222,1,3841,23,3,3,7,1,0150013700088
3887,CUCUTA,517223,1,3841,23,3,3,7,1,0150013700167
3896,CURPENI,517224,1,3841,23,3,3,7,1,0150013700173
3903,DUMBRĂVIŢA,517226,1,3841,23,3,3,7,1,0150013700220
3912,FÂNTÂNELE,517227,1,3841,23,3,3,7,1,0150013700237
3921,GROŞI,517228,1,3841,23,3,3,7,1,0150013700283
3930,VALEA MARE,517229,1,3841,23,3,3,7,1,0150013700664
3949,VIEZURI,517231,1,3841,23,3,3,7,1,0150013700704
3958,CETATEA DE BALTĂ,0,1,10,3,2,3,7,1,0150014000000
3967,CETATEA DE BALTĂ,517235,1,3958,22,3,3,7,1,0150014300120
3976,CRACIUNELU DE SUS,517236,1,3958,23,3,3,7,1,0150014700160
3985,SÂNTĂMĂRIE,517237,1,3958,23,3,3,7,1,0150014700554
3994,TĂTÂRLAUA,517238,1,3958,23,3,3,7,1,0150014700605
1071,CIUGUD,0,1,10,3,2,3,7,1,0150015000000
1080,CIUGUD,517240,1,1071,22,3,3,7,1,0150015300134
1099,DRÂMBAR,517241,1,1071,23,3,3,7,1,0150015700213
1115,HĂPRIA,517243,1,1071,23,3,3,7,1,0150015700295
1106,LIMBA,517242,1,1071,23,3,3,7,1,0150015700347
1124,ŞEUŞA,517244,1,1071,23,3,3,7,1,0150015700588
1133,TELEAC,517246,1,1071,23,3,3,7,1,0150015700615
4008,CIURULEASA,0,1,10,3,2,3,7,1,0150016000000
4017,CIURULEASA,517250,1,4008,22,3,3,7,1,0150016300140
4026,BIDIGEŞTI,517251,1,4008,23,3,3,7,1,0150016700048
4035,BODREŞTI,517252,1,4008,23,3,3,7,1,0150016700062
4044,BOGLEŞTI,517253,1,4008,23,3,3,7,1,0150016700065
4053,BUNINGINEA,517254,1,4008,23,3,3,7,1,0150016700089
4062,GHEDULEŞTI,517256,1,4008,23,3,3,7,1,0150016700271
4071,MĂTIŞEŞTI,517257,1,4008,23,3,3,7,1,0150016700392
4080,MORĂREŞTI,517258,1,4008,23,3,3,7,1,0150016700409
4099,VULCAN,517259,1,4008,23,3,3,7,1,0150016700711
4188,CRĂCIUNELU DE JOS,0,1,10,3,2,3,7,1,0150017000000
4197,CRĂCIUNELU DE JOS,517260,1,4188,22,3,3,7,1,0150017300162
4142,CRICĂU,0,1,10,3,2,3,7,1,0150018000000
4151,CRICĂU,517265,1,4142,22,3,3,7,1,0150018300164
4160,CRAIVA,517266,1,4142,23,3,3,7,1,0150018700161
4179,TIBRU,517267,1,4142,23,3,3,7,1,0150018700616
9019,CUT,0,1,10,3,2,3,7,1,0150019000000
4124,CUT,517206,1,9019,22,3,3,7,1,0150019300174
4240,DAIA ROMÂNĂ,0,1,10,3,2,3,7,1,0150020000000
4259,DAIA ROMÂNĂ,517270,1,4240,22,3,3,7,1,0150020300175
4268,DOŞTAT,0,1,10,3,2,3,7,1,0150021000000
4277,DOŞTAT,517275,1,4268,22,3,3,7,1,0150021300210
4286,BOZ,517276,1,4268,23,3,3,7,1,0150021700075
4295,DEALU DOŞTATULUI,517277,1,4268,23,3,3,7,1,0150021700186
4302,FĂRĂU,0,1,10,3,2,3,7,1,0150022000000
4311,FĂRĂU,517280,1,4302,22,3,3,7,1,0150022300236
4320,HERIA,517281,1,4302,23,3,3,7,1,0150022700300
4339,MEDVEŞ,517282,1,4302,23,3,3,7,1,0150022700395
4348,SÂNBENEDIC,517283,1,4302,23,3,3,7,1,0150022700550
4357,ŞILEA,517284,1,4302,23,3,3,7,1,0150022700590
4366,GALDA DE JOS,0,1,10,3,2,3,7,1,0150023000000
4375,GALDA DE JOS,517285,1,4366,22,3,3,7,1,0150023300253
4384,BENIC,517286,1,4366,23,3,3,7,1,0150023700045
4393,CETEA,517287,1,4366,23,3,3,7,1,0150023700121
4400,GALDA DE SUS,517288,1,4366,23,3,3,7,1,0150023700254
4419,LUPŞENI,517289,1,4366,23,3,3,7,1,0150023700372
4428,MĂGURA,517291,1,4366,23,3,3,7,1,0150023700379
4437,MESENTEA,517292,1,4366,23,3,3,7,1,0150023700397
4446,OIEJDEA,517293,1,4366,23,3,3,7,1,0150023700441
4455,POIANA GALDEI,517294,1,4366,23,3,3,7,1,0150023700491
4464,RĂICANI,517296,1,4366,23,3,3,7,1,0150023700522
4473,ZĂGRIŞ,517297,1,4366,23,3,3,7,1,0150023700713
4482,GÂRBOVA,0,1,10,3,2,3,7,1,0150024000000
4491,GÂRBOVA,517305,1,4482,22,3,3,7,1,0150024300259
4507,CĂRPINIŞ,517306,1,4482,23,3,3,7,1,0150024700105
4516,RECIU,517307,1,4482,23,3,3,7,1,0150024700526
4525,GÂRDA DE SUS,0,1,10,3,2,3,7,1,0150025000000
4534,GÂRDA DE SUS,517310,1,4525,22,3,3,7,1,0150025300263
4543,BIHARIA,517311,1,4525,23,3,3,7,1,0150025700049
4552,DEALU FRUMOS,517312,1,4525,23,3,3,7,1,0150025700189
4561,DEALU ORDÂNCUŞII,517313,1,4525,23,3,3,7,1,0150025700194
4570,DOBREŞTI,517314,1,4525,23,3,3,7,1,0150025700202
4598,GÂRDA SEACĂ,517316,1,4525,23,3,3,7,1,0150025700264
4589,GHEŢARI,517317,1,4525,23,3,3,7,1,0150025700272
4605,HANĂŞEŞTI,517318,1,4525,23,3,3,7,1,0150025700291
4614,HUZĂREŞTI,517319,1,4525,23,3,3,7,1,0150025700309
4623,IZVOARELE,517321,1,4525,23,3,3,7,1,0150025700326
4632,MUNUNĂ,517322,1,4525,23,3,3,7,1,0150025700417
4641,OCOALE,517323,1,4525,23,3,3,7,1,0150025700436
4650,PLAI,517324,1,4525,23,3,3,7,1,0150025700476
4669,PLIŞTI,517326,1,4525,23,3,3,7,1,0150025700482
4678,SCOARŢA,517327,1,4525,23,3,3,7,1,0150025700557
4696,SNIDE,517328,1,4525,23,3,3,7,1,0150025700568
4687,SUCEŞTI,517329,1,4525,23,3,3,7,1,0150025700583
4703,HOPÂRTA,0,1,10,3,2,3,7,1,0150026000000
4712,HOPÂRTA,517335,1,4703,22,3,3,7,1,0150026300306
4721,SILIVAŞ,517336,1,4703,23,3,3,7,1,0150026700566
4730,ŞPĂLNACA,517337,1,4703,23,3,3,7,1,0150026700596
4749,TURDAŞ,517338,1,4703,23,3,3,7,1,0150026700632
4758,VAMA SEACĂ,517339,1,4703,23,3,3,7,1,0150026700680
4767,HOREA,0,1,10,3,2,3,7,1,0150027000000
4776,HOREA,517340,1,4767,22,3,3,7,1,0150027300307
4785,BABA,517341,1,4767,23,3,3,7,1,0150027700021
4794,BUTEŞTI,517342,1,4767,23,3,3,7,1,0150027700094
4801,DÂRLEŞTI,517343,1,4767,23,3,3,7,1,0150027700179
4810,FERICET,517344,1,4767,23,3,3,7,1,0150027700241
4829,GIURGIUŢ,517346,1,4767,23,3,3,7,1,0150027700275
4838,MĂNCEŞTI,517347,1,4767,23,3,3,7,1,0150027700385
