SIRUTA,DENLOC,CODP,JUD,SIRSUP,TIP,NIV,MED,REGIUNE,FSJ,FSL
100576,ORAŞ BUFTEA,0,23,234,2,2,1,8,25,2531717000000
100585,BUFTEA,70000,23,100576,17,3,1,8,25,2531717207748
100594,BUCIUMENI,70001,23,100576,19,3,1,8,25,2531717607746
179285,ORAŞ CHITILA,0,23,234,2,2,1,8,25,2531718000000
179294,CHITILA,77045,23,179285,17,3,1,8,25,2531718207755
179301,RUDENI,77046,23,179285,18,3,1,8,25,2531718607816
179409,ORAŞ MĂGURELE,0,23,234,2,2,1,8,25,2531719000000
179418,MĂGURELE,77125,23,179409,17,3,1,8,25,2531719207791
179427,ALUNIŞU,77126,23,179409,18,3,1,8,25,2531719607738
179436,DUMITRANA,77127,23,179409,18,3,1,8,25,2531719607777
179445,PRUNI,77128,23,179409,18,3,1,8,25,2531719607814
179454,VÂRTEJU,77129,23,179409,18,3,1,8,25,2531719607835
179481,ORAŞ OTOPENI,0,23,234,2,2,1,8,25,2531720000000
179490,OTOPENI,75100,23,179481,17,3,1,8,25,2531720207804
179506,ODĂILE,75101,23,179481,19,3,1,8,25,2531720607800
179515,ORAŞ PANTELIMON,0,23,234,2,2,1,8,25,2531721000000
179524,PANTELIMON,77145,23,179515,17,3,1,8,25,2531721207805
179533,ORAŞ POPEŞTI-LEORDENI,0,23,234,2,2,1,8,25,2531722000000
179542,POPEŞTI-LEORDENI,77160,23,179533,17,3,1,8,25,2531722207812
179551,ORAŞ VOLUNTARI,0,23,234,2,2,1,8,25,2531723000000
179560,VOLUNTARI,77190,23,179551,17,3,1,8,25,2531723207838
102543,1 DECEMBRIE,0,23,234,3,2,3,8,25,2551690000000
102552,1 DECEMBRIE,77005,23,102543,22,3,3,8,25,2551690307736
100834,AFUMAŢI,0,23,234,3,2,3,8,25,2551691000000
100843,AFUMAŢI,77010,23,100834,22,3,3,8,25,2551691307737
100969,BALOTEŞTI,0,23,234,3,2,3,8,25,2551692000000
100978,BALOTEŞTI,77015,23,100969,22,3,3,8,25,2551692307739
100987,DUMBRĂVENI,77016,23,100969,23,3,3,8,25,2551692707776
100996,SĂFTICA,77017,23,100969,23,3,3,8,25,2551692707818
101145,BERCENI,0,23,234,3,2,3,8,25,2551693000000
101154,BERCENI,77020,23,101145,22,3,3,8,25,2551693307743
101298,BRĂNEŞTI,0,23,234,3,2,3,8,25,2551694000000
101305,BRĂNEŞTI,77030,23,101298,22,3,3,8,25,2551694307745
101314,ISLAZ,77031,23,101298,23,3,3,8,25,2551694707785
101323,PASĂREA,77032,23,101298,23,3,3,8,25,2551694707806
101332,VADU ANEI,77033,23,101298,23,3,3,8,25,2551694707833
101742,CERNICA,0,23,234,3,2,3,8,25,2551695000000
101751,CERNICA,77035,23,101742,22,3,3,8,25,2551695307753
101760,BĂLĂCEANCA,77036,23,101742,23,3,3,8,25,2551695707741
101779,CĂLDĂRARU,77037,23,101742,23,3,3,8,25,2551695707751
101788,POŞTA,77038,23,101742,23,3,3,8,25,2551695707813
101797,TÂNGANU,77039,23,101742,23,3,3,8,25,2551695707830
179249,CHIAJNA,0,23,234,3,2,3,8,25,2551696000000
179258,CHIAJNA,77040,23,179249,22,3,3,8,25,2551696307754
179267,DUDU,77041,23,179249,23,3,3,8,25,2551696707775
179276,ROŞU,77042,23,179249,23,3,3,8,25,2551696707815
101902,CIOLPANI,0,23,234,3,2,3,8,25,2551697000000
101911,CIOLPANI,77050,23,101902,22,3,3,8,25,2551697307757
101920,IZVORANI,77051,23,101902,23,3,3,8,25,2551697707786
101939,LUPĂRIA,77052,23,101902,23,3,3,8,25,2551697707789
101948,PISCU,77053,23,101902,23,3,3,8,25,2551697707810
101957,CIOROGÂRLA,0,23,234,3,2,3,8,25,2551698000000
101966,CIOROGÂRLA,77055,23,101957,22,3,3,8,25,2551698307758
101975,DÂRVARI,77056,23,101957,23,3,3,8,25,2551698707769
102035,CLINCENI,0,23,234,3,2,3,8,25,2551699000000
102044,CLINCENI,77060,23,102035,22,3,3,8,25,2551699307759
102053,OLTENI,77061,23,102035,23,3,3,8,25,2551699707801
102062,ORDOREANU,77062,23,102035,23,3,3,8,25,2551699707802
179588,COPĂCENI,0,23,234,3,2,3,8,25,2551700000000
102561,COPĂCENI,77006,23,179588,22,3,3,8,25,2551700307760
102160,CORBEANCA,0,23,234,3,2,3,8,25,2551701000000
102179,CORBEANCA,77065,23,102160,22,3,3,8,25,2551701307761
102188,OSTRATU,77066,23,102160,23,3,3,8,25,2551701707803
102197,PETREŞTI,77067,23,102160,23,3,3,8,25,2551701707809
102204,TAMAŞI,77068,23,102160,23,3,3,8,25,2551701707828
102213,CORNETU,0,23,234,3,2,3,8,25,2551702000000
102222,CORNETU,77070,23,102213,22,3,3,8,25,2551702307762
102231,BUDA,77071,23,102213,23,3,3,8,25,2551702707747
102473,DASCĂLU,0,23,234,3,2,3,8,25,2551703000000
102482,DASCĂLU,77075,23,102473,22,3,3,8,25,2551703307767
102491,CREAŢA,77076,23,102473,23,3,3,8,25,2551703707764
102507,GAGU,77077,23,102473,23,3,3,8,25,2551703707779
102516,RUNCU,77078,23,102473,23,3,3,8,25,2551703707817
102525,DĂRĂŞTI-ILFOV,0,23,234,3,2,3,8,25,2551704000000
102534,DĂRĂŞTI-ILFOV,77080,23,102525,22,3,3,8,25,2551704307768
179310,DOBROEŞTI,0,23,234,3,2,3,8,25,2551705000000
179329,DOBROEŞTI,77085,23,179310,22,3,3,8,25,2551705307771
179338,FUNDENI,77086,23,179310,23,3,3,8,25,2551705707778
102570,DOMNEŞTI,0,23,234,3,2,3,8,25,2551706000000
102589,DOMNEŞTI,77090,23,102570,22,3,3,8,25,2551706307772
102598,ŢEGHEŞ,77091,23,102570,23,3,3,8,25,2551706707832
102605,DRAGOMIREŞTI-VALE,0,23,234,3,2,3,8,25,2551707000000
102614,DRAGOMIREŞTI-VALE,77095,23,102605,22,3,3,8,25,2551707307774
102623,DRAGOMIREŞTI-DEAL,77096,23,102605,23,3,3,8,25,2551707707773
102632,ZURBAUA,77097,23,102605,23,3,3,8,25,2551707707839
103130,GĂNEASA,0,23,234,3,2,3,8,25,2551708000000
103149,GĂNEASA,77100,23,103130,22,3,3,8,25,2551708307780
103158,COZIENI,77101,23,103130,23,3,3,8,25,2551708707763
103167,MOARA DOMNEASCĂ,77102,23,103130,23,3,3,8,25,2551708707796
103176,PITEASCA,77103,23,103130,23,3,3,8,25,2551708707811
103185,ŞINDRILIŢA,77104,23,103130,23,3,3,8,25,2551708707825
179347,GLINA,0,23,234,3,2,3,8,25,2551709000000
179356,GLINA,77105,23,179347,22,3,3,8,25,2551709307782
179365,CĂŢELU,77106,23,179347,23,3,3,8,25,2551709707752
179374,MANOLACHE,77107,23,179347,23,3,3,8,25,2551709707790
103443,GRĂDIŞTEA,0,23,234,3,2,3,8,25,2551710000000
103452,GRĂDIŞTEA,77110,23,103443,22,3,3,8,25,2551710307783
103461,SITARU,77111,23,103443,23,3,3,8,25,2551710707821
103513,GRUIU,0,23,234,3,2,3,8,25,2551711000000
103522,GRUIU,77115,23,103513,22,3,3,8,25,2551711307784
103531,LIPIA,77116,23,103513,23,3,3,8,25,2551711707788
103559,SILIŞTEA SNAGOVULUI,77117,23,103513,23,3,3,8,25,2551711707819
103540,ŞANŢU-FLOREŞTI,77118,23,103513,23,3,3,8,25,2551711707824
179383,JILAVA,0,23,234,3,2,3,8,25,2551712000000
179392,JILAVA,77120,23,179383,22,3,3,8,25,2551712307787
104243,MOARA VLĂSIEI,0,23,234,3,2,3,8,25,2551713000000
104252,MOARA VLĂSIEI,77130,23,104243,22,3,3,8,25,2551713307797
104261,CĂCIULAŢI,77131,23,104243,23,3,3,8,25,2551713707750
179463,MOGOŞOAIA,0,23,234,3,2,3,8,25,2551714000000
179472,MOGOŞOAIA,77135,23,179463,22,3,3,8,25,2551714307798
104421,NUCI,0,23,234,3,2,3,8,25,2551715000000
104430,NUCI,77140,23,104421,22,3,3,8,25,2551715307799
104449,BALTA NEAGRĂ,77141,23,104421,23,3,3,8,25,2551715707740
104458,MERII PETCHII,77142,23,104421,23,3,3,8,25,2551715707793
104467,MICŞUNEŞTII MARI,77144,23,104421,23,3,3,8,25,2551715707794
104476,MICŞUNEŞTII-MOARĂ,77143,23,104421,23,3,3,8,25,2551715707795
104546,PERIŞ,0,23,234,3,2,3,8,25,2551724000000
104555,PERIŞ,77150,23,104546,22,3,3,8,25,2551724307807
104564,BĂLTENI,77151,23,104546,23,3,3,8,25,2551724707742
104573,BURIAŞ,77152,23,104546,23,3,3,8,25,2551724707749
104582,PETRĂCHIOAIA,0,23,234,3,2,3,8,25,2551725000000
104591,PETRĂCHIOAIA,77155,23,104582,22,3,3,8,25,2551725307808
104608,MĂINEASCA,77156,23,104582,23,3,3,8,25,2551725707792
104617,SURLARI,77157,23,104582,23,3,3,8,25,2551725707823
104626,VÂNĂTORI,77158,23,104582,23,3,3,8,25,2551725707834
105160,SNAGOV,0,23,234,3,2,3,8,25,2551726000000
105179,SNAGOV,77165,23,105160,22,3,3,8,25,2551726307822
105188,CIOFLICENI,77166,23,105160,23,3,3,8,25,2551726707756
105197,GHERMĂNEŞTI,77170,23,105160,23,3,3,8,25,2551726707781
105204,TÂNCĂBEŞTI,77167,23,105160,23,3,3,8,25,2551726707829
105213,VLĂDICEASCA,77168,23,105160,23,3,3,8,25,2551726707837
105419,ŞTEFĂNEŞTII DE JOS,0,23,234,3,2,3,8,25,2551727000000
105428,ŞTEFĂNEŞTII DE JOS,77175,23,105419,22,3,3,8,25,2551727307826
105437,CREŢULEASCA,77176,23,105419,23,3,3,8,25,2551727707766
105446,ŞTEFĂNEŞTII DE SUS,77177,23,105419,23,3,3,8,25,2551727707827
105570,TUNARI,0,23,234,3,2,3,8,25,2551728000000
105589,TUNARI,77180,23,105570,22,3,3,8,25,2551728307831
105598,DIMIENI,77181,23,105570,23,3,3,8,25,2551728707770
105936,VIDRA,0,23,234,3,2,3,8,25,2551729000000
105945,VIDRA,77185,23,105936,22,3,3,8,25,2551729307836
105954,CREŢEŞTI,77186,23,105936,23,3,3,8,25,2551729707765
105963,SINTEŞTI,77187,23,105936,23,3,3,8,25,2551729707820
243,JUDEŢUL MARAMUREŞ,0,24,1,40,1,0,6,26,2600000000000
106318,MUNICIPIUL BAIA MARE,0,24,243,1,2,1,6,26,2611765000000
106327,BAIA MARE,430011,24,106318,9,3,1,6,26,2611765107849
106336,BLIDARI,430001,24,106318,10,3,1,6,26,2611765507864
106345,FIRIZA,430002,24,106318,10,3,1,6,26,2611765507939
106354,VALEA NEAGRĂ,430003,24,106318,10,3,1,6,26,2611765508073
106559,MUNICIPIUL SIGHETU MARMAŢIEI,0,24,243,4,2,1,6,26,2621766000000
106568,SIGHETU MARMAŢIEI,435500,24,106559,9,3,1,6,26,2621766108036
106577,IAPA,435501,24,106559,10,3,1,6,26,2621766507953
106586,LAZU BACIULUI,435502,24,106559,10,3,1,6,26,2621766507961
106595,ŞUGĂU,435503,24,106559,10,3,1,6,26,2621766508050
106602,VALEA CUFUNDOASĂ,435504,24,106559,10,3,1,6,26,2621766508071
106611,VALEA HOTARULUI,435505,24,106559,10,3,1,6,26,2621766508072
106684,ORAŞ BAIA SPRIE,0,24,243,2,2,1,6,26,2631770000000
106693,BAIA SPRIE,435100,24,106684,17,3,1,6,26,2631770207850
106700,CHIUZBAIA,435101,24,106684,18,3,1,6,26,2631770607893
106728,SATU NOU DE SUS,435102,24,106684,19,3,1,6,26,2631770608022
106719,TĂUŢII DE SUS,435103,24,106684,18,3,1,6,26,2631770608054
106746,ORAŞ BORŞA,0,24,243,2,2,1,6,26,2631771000000
106755,BORŞA,435200,24,106746,17,3,1,6,26,2631771207872
106764,BĂILE BORŞA,435250,24,106746,18,3,1,6,26,2631771607851
106782,ORAŞ CAVNIC,0,24,243,2,2,1,6,26,2631772000000
106791,CAVNIC,435300,24,106782,17,3,1,6,26,2631772207883
108017,ORAŞ DRAGOMIREŞTI,0,24,243,2,2,1,6,26,2631773000000
108026,DRAGOMIREŞTI,437140,24,108017,17,3,1,6,26,2631773207925
108892,ORAŞ SĂLIŞTEA DE SUS,0,24,243,2,2,1,6,26,2631774000000
108909,SĂLIŞTEA DE SUS,437295,24,108892,17,3,1,6,26,2631774208028
108963,ORAŞ SEINI,0,24,243,2,2,1,6,26,2631775000000
108972,SEINI,435400,24,108963,17,3,1,6,26,2631775208035
108981,SĂBIŞA,435401,24,108963,19,3,1,6,26,2631775608024
108990,VIILE APEI,435402,24,108963,19,3,1,6,26,2631775608081
109176,ORAŞ ŞOMCUTA MARE,0,24,243,2,2,1,6,26,2631776000000
109185,ŞOMCUTA MARE,437335,24,109176,17,3,1,6,26,2631776208049
109194,BUCIUMI,437336,24,109176,18,3,1,6,26,2631776607878
109201,BUTEASA,437337,24,109176,19,3,1,6,26,2631776607881
109210,CIOLT,437338,24,109176,18,3,1,6,26,2631776607896
109229,CODRU BUTESII,437339,24,109176,19,3,1,6,26,2631776607899
109238,FINTEUŞU MARE,437341,24,109176,19,3,1,6,26,2631776607937
109247,HOVRILA,437342,24,109176,18,3,1,6,26,2631776607951
109256,VĂLENII ŞOMCUTEI,437343,24,109176,18,3,1,6,26,2631776608078
106461,ORAŞ TĂUŢII-MĂGHERĂUŞ,0,24,243,2,2,1,6,26,2631777000000
106470,TĂUŢII-MĂGHERĂUŞ,437345,24,106461,17,3,1,6,26,2631777208055
106489,BĂIŢA,437346,24,106461,18,3,1,6,26,2631777607852
106498,BOZÂNTA MARE,437347,24,106461,19,3,1,6,26,2631777607874
106504,BUŞAG,437348,24,106461,18,3,1,6,26,2631777607880
106513,MERIŞOR,437349,24,106461,19,3,1,6,26,2631777607973
106522,NISTRU,437351,24,106461,18,3,1,6,26,2631777607981
106531,ULMOASA,437352,24,106461,19,3,1,6,26,2631777608064
106817,ORAŞ TÂRGU LĂPUŞ,0,24,243,2,2,1,6,26,2631778000000
106826,TÂRGU LĂPUŞ,435600,24,106817,17,3,1,6,26,2631778208056
106835,BOIERENI,435601,24,106817,19,3,1,6,26,2631778607868
106844,BORCUT,435602,24,106817,19,3,1,6,26,2631778607871
106853,CUFOAIA,435603,24,106817,19,3,1,6,26,2631778607913
106862,DĂMĂCUŞENI,435604,24,106817,19,3,1,6,26,2631778607918
106871,DOBRICU LĂPUŞULUI,435605,24,106817,19,3,1,6,26,2631778607924
106880,DUMBRAVA,435606,24,106817,19,3,1,6,26,2631778607927
106899,FÂNTÂNELE,435607,24,106817,19,3,1,6,26,2631778607933
106906,GROAPE,435608,24,106817,19,3,1,6,26,2631778607944
106915,INĂU,435609,24,106817,19,3,1,6,26,2631778607956
106924,RĂZOARE,435610,24,106817,19,3,1,6,26,2631778608001
106933,ROGOZ,435611,24,106817,19,3,1,6,26,2631778608009
106942,ROHIA,435612,24,106817,19,3,1,6,26,2631778608010
106951,STOICENI,435613,24,106817,19,3,1,6,26,2631778608040
109265,ORAŞ ULMENI,0,24,243,2,2,1,6,26,2631779000000
109274,ULMENI,437355,24,109265,17,3,1,6,26,2631779208063
109283,ARDUZEL,437356,24,109265,19,3,1,6,26,2631779607841
109292,CHELINŢA,437357,24,109265,19,3,1,6,26,2631779607892
109309,MÂNĂU,437358,24,109265,19,3,1,6,26,2631779607972
109318,SOMEŞ-UILEAC,437359,24,109265,19,3,1,6,26,2631779608038
109327,TOHAT,437361,24,109265,18,3,1,6,26,2631779608059
109336,ŢICĂU,437362,24,109265,19,3,1,6,26,2631779608062
109345,VICEA,437363,24,109265,19,3,1,6,26,2631779608080
106979,ORAŞ VIŞEU DE SUS,0,24,243,2,2,1,6,26,2631780000000
106988,VIŞEU DE SUS,435700,24,106979,17,3,1,6,26,2631780208086
106997,VIŞEU DE MIJLOC,435701,24,106979,18,3,1,6,26,2631780608085
107001,ARDUSAT,0,24,243,3,2,3,6,26,2651730000000
107010,ARDUSAT,437005,24,107001,22,3,3,6,26,2651730307840
107029,ARIEŞU DE CÂMP,437006,24,107001,23,3,3,6,26,2651730707842
107038,COLŢIREA,437007,24,107001,23,3,3,6,26,2651730707901
107047,ARINIŞ,0,24,243,3,2,3,6,26,2651731000000
107056,ARINIŞ,437010,24,107047,22,3,3,6,26,2651731307844
107065,RODINA,437011,24,107047,23,3,3,6,26,2651731708008
107074,TĂMĂŞEŞTI,437012,24,107047,23,3,3,6,26,2651731708053
107083,ASUAJU DE SUS,0,24,243,3,2,3,6,26,2651732000000
107092,ASUAJU DE SUS,437015,24,107083,22,3,3,6,26,2651732307847
107109,ASUAJU DE JOS,437016,24,107083,23,3,3,6,26,2651732707846
107118,BĂIŢA DE SUB CODRU,0,24,243,3,2,3,6,26,2651733000000
107127,BĂIŢA DE SUB CODRU,437020,24,107118,22,3,3,6,26,2651733307853
107145,URMENIŞ,437021,24,107118,23,3,3,6,26,2651733708067
107154,BĂIUŢ,0,24,243,3,2,3,6,26,2651734000000
107163,BĂIUŢ,437025,24,107154,22,3,3,6,26,2651734307854
107172,POIANA BOTIZII,437026,24,107154,23,3,3,6,26,2651734707993
107181,STRÂMBU-BĂIUŢ,437027,24,107154,23,3,3,6,26,2651734708041
107190,BĂSEŞTI,0,24,243,3,2,3,6,26,2651735000000
107207,BĂSEŞTI,437030,24,107190,22,3,3,6,26,2651735307855
107136,ODEŞTI,437031,24,107190,23,3,3,6,26,2651735707986
107216,SĂLIŞTE,437032,24,107190,23,3,3,6,26,2651735708027
107225,STREMŢ,437033,24,107190,23,3,3,6,26,2651735708043
107314,BÂRSANA,0,24,243,3,2,3,6,26,2651736000000
107323,BÂRSANA,437035,24,107314,22,3,3,6,26,2651736307857
107332,NĂNEŞTI,437036,24,107314,23,3,3,6,26,2651736707979
107234,BICAZ,0,24,243,3,2,3,6,26,2651737000000
107243,BICAZ,437040,24,107234,22,3,3,6,26,2651737307862
107252,CIUTA,437041,24,107234,23,3,3,6,26,2651737707897
107261,CORNI,437042,24,107234,23,3,3,6,26,2651737707906
107270,BISTRA,0,24,243,3,2,3,6,26,2651738000000
107289,BISTRA,437045,24,107270,22,3,3,6,26,2651738307863
107298,CRASNA VIŞEULUI,437046,24,107270,23,3,3,6,26,2651738707911
107305,VALEA VIŞEULUI,437047,24,107270,23,3,3,6,26,2651738708075
107350,BOCICOIU MARE,0,24,243,3,2,3,6,26,2651739000000
107369,BOCICOIU MARE,437050,24,107350,22,3,3,6,26,2651739307866
107378,CRĂCIUNEŞTI,437051,24,107350,23,3,3,6,26,2651739707912
107387,LUNCA LA TISA,437052,24,107350,23,3,3,6,26,2651739707968
107396,TISA,437053,24,107350,23,3,3,6,26,2651739708058
107403,BOGDAN VODĂ,0,24,243,3,2,3,6,26,2651740000000
107412,BOGDAN VODĂ,437055,24,107403,22,3,3,6,26,2651740307867
107421,BOCICOEL,437056,24,107403,23,3,3,6,26,2651740707865
107430,BOIU MARE,0,24,243,3,2,3,6,26,2651741000000
107449,BOIU MARE,437060,24,107430,22,3,3,6,26,2651741307869
107458,FRÂNCENII BOIULUI,437061,24,107430,23,3,3,6,26,2651741707940
107467,PRISLOP,437062,24,107430,23,3,3,6,26,2651741708000
107476,ROMÂNEŞTI,437063,24,107430,23,3,3,6,26,2651741708011
107485,BOTIZA,0,24,243,3,2,3,6,26,2651742000000
107494,BOTIZA,437065,24,107485,22,3,3,6,26,2651742307873
107519,BUDEŞTI,0,24,243,3,2,3,6,26,2651743000000
107528,BUDEŞTI,437070,24,107519,22,3,3,6,26,2651743307879
107537,SÂRBI,437071,24,107519,23,3,3,6,26,2651743708034
107546,CĂLINEŞTI,0,24,243,3,2,3,6,26,2651744000000
107555,CĂLINEŞTI,437075,24,107546,22,3,3,6,26,2651744307884
107564,CORNEŞTI,437076,24,107546,23,3,3,6,26,2651744707905
107573,VĂLENI,437077,24,107546,23,3,3,6,26,2651744708076
107715,CÂMPULUNG LA TISA,0,24,243,3,2,3,6,26,2651745000000
107724,CÂMPULUNG LA TISA,437080,24,107715,22,3,3,6,26,2651745307888
107582,CERNEŞTI,0,24,243,3,2,3,6,26,2651746000000
107591,CERNEŞTI,437085,24,107582,22,3,3,6,26,2651746307889
107608,BREBENI,437086,24,107582,23,3,3,6,26,2651746707877
107617,CIOCOTIŞ,437087,24,107582,23,3,3,6,26,2651746707895
107626,FÂNAŢE,437088,24,107582,23,3,3,6,26,2651746707932
107635,IZVOARELE,437089,24,107582,23,3,3,6,26,2651746707957
107644,MĂGURENI,437091,24,107582,23,3,3,6,26,2651746707970
107653,TRESTIA,437092,24,107582,23,3,3,6,26,2651746708060
107662,CICÂRLĂU,0,24,243,3,2,3,6,26,2651747000000
107671,CICÂRLĂU,437095,24,107662,22,3,3,6,26,2651747307894
107680,BÂRGĂU,437096,24,107662,23,3,3,6,26,2651747707856
107699,HANDALU ILBEI,437097,24,107662,23,3,3,6,26,2651747707947
107706,ILBA,437098,24,107662,23,3,3,6,26,2651747707955
179837,COAŞ,0,24,243,3,2,3,6,26,2651748000000
108829,COAŞ,437282,24,179837,22,3,3,6,26,2651748307898
108865,ÎNTRERÂURI,437287,24,179837,23,3,3,6,26,2651748707958
179846,COLTĂU,0,24,243,3,2,3,6,26,2651749000000
108838,COLTĂU,437283,24,179846,22,3,3,6,26,2651749307900
108810,CĂTĂLINA,437281,24,179846,23,3,3,6,26,2651749707887
107733,COPALNIC-MĂNĂŞTUR,0,24,243,3,2,3,6,26,2651750000000
107742,COPALNIC-MĂNĂŞTUR,437100,24,107733,22,3,3,6,26,2651750307904
107751,BERINŢA,437101,24,107733,23,3,3,6,26,2651750707861
107760,CĂRPINIŞ,437102,24,107733,23,3,3,6,26,2651750707886
107779,COPALNIC,437103,24,107733,23,3,3,6,26,2651750707902
107788,COPALNIC-DEAL,437104,24,107733,23,3,3,6,26,2651750707903
107797,CURTUIUŞU MIC,437106,24,107733,23,3,3,6,26,2651750707917
107804,FĂUREŞTI,437107,24,107733,23,3,3,6,26,2651750707931
107813,LĂSCHIA,437108,24,107733,23,3,3,6,26,2651750707964
107822,PRELUCA NOUĂ,437109,24,107733,23,3,3,6,26,2651750707997
107831,PRELUCA VECHE,437111,24,107733,23,3,3,6,26,2651750707998
107840,RUŞOR,437112,24,107733,23,3,3,6,26,2651750708017
107859,VAD,437113,24,107733,23,3,3,6,26,2651750708068
107868,COROIENI,0,24,243,3,2,3,6,26,2651751000000
107877,COROIENI,437126,24,107868,22,3,3,6,26,2651751307907
107886,BABA,437127,24,107868,23,3,3,6,26,2651751707848
107895,DEALU MARE,437128,24,107868,23,3,3,6,26,2651751707922
107902,DRĂGHIA,437129,24,107868,23,3,3,6,26,2651751707926
107911,VĂLENII LĂPUŞULUI,437125,24,107868,23,3,3,6,26,2651751708077
107920,CUPŞENI,0,24,243,3,2,3,6,26,2651752000000
107939,CUPŞENI,437130,24,107920,22,3,3,6,26,2651752307915
107948,COSTENI,437131,24,107920,23,3,3,6,26,2651752707909
107957,LIBOTIN,437132,24,107920,23,3,3,6,26,2651752707966
107966,UNGURENI,437133,24,107920,23,3,3,6,26,2651752708066
107975,DESEŞTI,0,24,243,3,2,3,6,26,2651753000000
107984,DESEŞTI,437135,24,107975,22,3,3,6,26,2651753307923
107993,HĂRNICEŞTI,437136,24,107975,23,3,3,6,26,2651753707948
108008,MARA,437137,24,107975,23,3,3,6,26,2651753707969
108035,DUMBRĂVIŢA,0,24,243,3,2,3,6,26,2651754000000
108044,DUMBRĂVIŢA,437145,24,108035,22,3,3,6,26,2651754307928
108053,CĂRBUNARI,437146,24,108035,23,3,3,6,26,2651754707885
108062,CHECHIŞ,437147,24,108035,23,3,3,6,26,2651754707891
108071,RUS,437148,24,108035,23,3,3,6,26,2651754708015
108080,ŞINDREŞTI,437149,24,108035,23,3,3,6,26,2651754708047
108099,UNGURAŞ,437151,24,108035,23,3,3,6,26,2651754708065
108106,FĂRCAŞA,0,24,243,3,2,3,6,26,2651755000000
108115,FĂRCAŞA,437155,24,108106,22,3,3,6,26,2651755307930
108124,BUZEŞTI,437156,24,108106,23,3,3,6,26,2651755707882
108133,SÂRBI,437157,24,108106,23,3,3,6,26,2651755708033
108142,TĂMAIA,437158,24,108106,23,3,3,6,26,2651755708052
179855,GÂRDANI,0,24,243,3,2,3,6,26,2651756000000
108936,GÂRDANI,437301,24,179855,22,3,3,6,26,2651756307941
108151,GIULEŞTI,0,24,243,3,2,3,6,26,2651757000000
108160,GIULEŞTI,437160,24,108151,22,3,3,6,26,2651757307942
108179,BERBEŞTI,437161,24,108151,23,3,3,6,26,2651757707858
108188,FEREŞTI,437162,24,108151,23,3,3,6,26,2651757707934
108197,MĂNĂSTIREA,437163,24,108151,23,3,3,6,26,2651757707971
106363,GROŞI,0,24,243,3,2,3,6,26,2651758000000
106372,GROŞI,437165,24,106363,22,3,3,6,26,2651758307945
106381,OCOLIŞ,437166,24,106363,23,3,3,6,26,2651758707985
106390,SATU NOU DE JOS,437167,24,106363,23,3,3,6,26,2651758708021
179622,GROŞII ŢIBLEŞULUI,0,24,243,3,2,3,6,26,2651759000000
109069,GROŞII ŢIBLEŞULUI,437316,24,179622,22,3,3,6,26,2651759307946
108204,IEUD,0,24,243,3,2,3,6,26,2651760000000
108213,IEUD,437170,24,108204,22,3,3,6,26,2651760307954
108222,LĂPUŞ,0,24,243,3,2,3,6,26,2651761000000
108231,LĂPUŞ,437175,24,108222,22,3,3,6,26,2651761307962
108240,LEORDINA,0,24,243,3,2,3,6,26,2651762000000
108259,LEORDINA,437180,24,108240,22,3,3,6,26,2651762307965
108268,MIREŞU MARE,0,24,243,3,2,3,6,26,2651763000000
108277,MIREŞU MARE,437185,24,108268,22,3,3,6,26,2651763307975
108286,DĂNEŞTII CHIOARULUI,437186,24,108268,23,3,3,6,26,2651763707920
108295,IADĂRA,437187,24,108268,23,3,3,6,26,2651763707952
108302,LUCĂCEŞTI,437188,24,108268,23,3,3,6,26,2651763707967
108311,REMEŢI PE SOMEŞ,437189,24,108268,23,3,3,6,26,2651763708006
108320,STEJERA,437191,24,108268,23,3,3,6,26,2651763708039
108339,TULGHIEŞ,437192,24,108268,23,3,3,6,26,2651763708061
108348,MOISEI,0,24,243,3,2,3,6,26,2651764000000
108357,MOISEI,437195,24,108348,22,3,3,6,26,2651764307978
108366,OARŢA DE JOS,0,24,243,3,2,3,6,26,2651767000000
108375,OARŢA DE JOS,437200,24,108366,22,3,3,6,26,2651767307982
108384,OARŢA DE SUS,437201,24,108366,23,3,3,6,26,2651767707983
108393,ORŢIŢA,437202,24,108366,23,3,3,6,26,2651767707988
108400,OCNA ŞUGATAG,0,24,243,3,2,3,6,26,2651768000000
108419,OCNA ŞUGATAG,437205,24,108400,22,3,3,6,26,2651768307984
108428,BREB,437206,24,108400,23,3,3,6,26,2651768707876
108437,HOTENI,437207,24,108400,23,3,3,6,26,2651768707950
108446,SAT-ŞUGATAG,437208,24,108400,23,3,3,6,26,2651768708020
179864,ONCEŞTI,0,24,243,3,2,3,6,26,2651769000000
107341,ONCEŞTI,437037,24,179864,22,3,3,6,26,2651769307987
108455,PETROVA,0,24,243,3,2,3,6,26,2651781000000
108464,PETROVA,437210,24,108455,22,3,3,6,26,2651781307990
108473,POIENILE DE SUB MUNTE,0,24,243,3,2,3,6,26,2651782000000
108482,POIENILE DE SUB MUNTE,437220,24,108473,22,3,3,6,26,2651782307994
179604,POIENILE IZEI,0,24,243,3,2,3,6,26,2651783000000
107500,POIENILE IZEI,437215,24,179604,22,3,3,6,26,2651783307995
106407,RECEA,0,24,243,3,2,3,6,26,2651784000000
106416,RECEA,437225,24,106407,22,3,3,6,26,2651784308002
106425,BOZÂNTA MICĂ,437226,24,106407,23,3,3,6,26,2651784707875
106434,LĂPUŞEL,437227,24,106407,23,3,3,6,26,2651784707963
